slug,url,name,price,area,rooms,build_year,utilities,location,location_lat,location_lon,heating,floor,building_floors,state,market,ownership,ad_type,collage,scrapped_date,luxury_level
zamieszkaj-na-zablociu-nowoczesnosc-z-charakterem-ID4vAY9,https://www.otodom.pl/pl/oferta/zamieszkaj-na-zablociu-nowoczesnosc-z-charakterem-ID4vAY9,Zamieszkaj na Zabłociu– nowoczesność z charakterem,740000.0,40.0,2,2025.0,"['telefon', 'internet', 'telewizja kablowa', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'winda', 'balkon', 'ogródek', 'piwnica', 'garaż/miejsce parkingowe', 'pom. użytkowe', 'taras']","['Zabłocie', 'Podgórze', 'Kraków', 'małopolskie']",50.0502676,19.9688764,urban,floor_1,7.0,to_completion,primary,full_ownership,business,otodom_photos/zamieszkaj-na-zablociu-nowoczesnosc-z-charakterem-ID4vAY9/zamieszkaj-na-zablociu-nowoczesnosc-z-charakterem-ID4vAY9_collage.jpg,2025-05-31,-1.0
wykonczone-2-pokoje-biezanowska-prokocim-ID4vte7,https://www.otodom.pl/pl/oferta/wykonczone-2-pokoje-biezanowska-prokocim-ID4vte7,Wykończone 2 pokoje! Bieżanowska/ Prokocim,359000.0,28.0,2,2024.0,"['teren zamknięty', 'garaż/miejsce parkingowe', 'piwnica']","['Bieżanów', 'Bieżanów-Prokocim', 'Kraków', 'małopolskie']",50.01464,20.0235,gas,floor_2,2.0,ready_to_use,primary,,private,otodom_photos/wykonczone-2-pokoje-biezanowska-prokocim-ID4vte7/wykonczone-2-pokoje-biezanowska-prokocim-ID4vte7_collage.jpg,2025-05-31,-1.0
przytulne-dwupokojowe-mieszkanie-z-balkonem-ID4vmRm,https://www.otodom.pl/pl/oferta/przytulne-dwupokojowe-mieszkanie-z-balkonem-ID4vmRm,PRZYTULNE DWUPOKOJOWE MIESZKANIE Z BALKONEM!,699000.0,46.0,2,2015.0,"['internet', 'telewizja kablowa', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'pralka', 'zmywarka', 'lodówka', 'kuchenka', 'piekarnik', 'balkon', 'winda']","['Mistrzejowice', 'Mistrzejowice', 'Kraków', 'małopolskie']",50.094402398849,19.989544271411,urban,floor_3,10.0,ready_to_use,secondary,full_ownership,private,otodom_photos/przytulne-dwupokojowe-mieszkanie-z-balkonem-ID4vmRm/przytulne-dwupokojowe-mieszkanie-z-balkonem-ID4vmRm_collage.jpg,2025-05-31,6.0
moderno-lobzow-3-pok-gotowe-do-odbioru-25-ID4pQ06,https://www.otodom.pl/pl/oferta/moderno-lobzow-3-pok-gotowe-do-odbioru-25-ID4pQ06,Moderno Łobzów | 3-pok. GOTOWE DO ODBIORU | 25,,60.56,3,2024.0,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']","['Krowodrza', 'Krowodrza', 'Kraków', 'małopolskie']",50.08012,19.9309,urban,floor_2,4.0,to_completion,primary,full_ownership,business,otodom_photos/moderno-lobzow-3-pok-gotowe-do-odbioru-25-ID4pQ06/moderno-lobzow-3-pok-gotowe-do-odbioru-25-ID4pQ06_collage.jpg,2025-05-31,-1.0
urocza-kawalerka-z-niezapomnianym-widokiem-na-zachod-krowodrza-gorka-ID4vAXh,https://www.otodom.pl/pl/oferta/urocza-kawalerka-z-niezapomnianym-widokiem-na-zachod-krowodrza-gorka-ID4vAXh,Urocza kawalerka z niezapomnianym widokiem na zachód!! Krowodrza Górka,499000.0,30.0,1,1970.0,"['internet', 'telewizja kablowa', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'meble', 'pralka', 'zmywarka', 'lodówka', 'kuchenka', 'piekarnik', 'balkon', 'garaż/miejsce parkingowe', 'piwnica', 'winda', 'klimatyzacja']","['Żabiniec', 'Prądnik Biały', 'Kraków', 'małopolskie']",50.0882953,19.9433615,urban,floor_5,10.0,ready_to_use,secondary,full_ownership,business,otodom_photos/urocza-kawalerka-z-niezapomnianym-widokiem-na-zachod-krowodrza-gorka-ID4vAXh/urocza-kawalerka-z-niezapomnianym-widokiem-na-zachod-krowodrza-gorka-ID4vAXh_collage.jpg,2025-05-31,7.0
mieszkanie-44-6-m-maly-przewoz-dostepne-od-zaraz-ID4wRCB,https://www.otodom.pl/pl/oferta/mieszkanie-44-6-m-maly-przewoz-dostepne-od-zaraz-ID4wRCB,"Mieszkanie 44,6 m²,Mały Przewóz, dostępne od zaraz",668850.0,44.59,2,2011.0,"['teren zamknięty', 'domofon / wideofon', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'balkon', 'piwnica', 'winda', 'oddzielna kuchnia']","['Płaszów', 'Podgórze', 'Kraków', 'małopolskie']",50.042421,19.9907428,urban,floor_2,3.0,ready_to_use,secondary,full_ownership,private,otodom_photos/mieszkanie-44-6-m-maly-przewoz-dostepne-od-zaraz-ID4wRCB/mieszkanie-44-6-m-maly-przewoz-dostepne-od-zaraz-ID4wRCB_collage.jpg,2025-05-31,6.0
kawalerka-z-ogrodkiem-czyzyny-mp-ID4wU1t,https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-czyzyny-mp-ID4wU1t,"Kawalerka z ogródkiem, Czyżyny+ MP",590000.0,30.72,1,2019.0,"['meble', 'piekarnik', 'lodówka', 'pralka', 'telewizor', 'zmywarka', 'ogródek', 'garaż/miejsce parkingowe']","['Czyżyny', 'Czyżyny', 'Kraków', 'małopolskie']",50.08123,20.00502,,ground_floor,5.0,ready_to_use,secondary,,business,otodom_photos/kawalerka-z-ogrodkiem-czyzyny-mp-ID4wU1t/kawalerka-z-ogrodkiem-czyzyny-mp-ID4wU1t_collage.jpg,2025-05-31,7.0
4-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWp,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWp,4-pokojowe mieszkanie na osiedlu Piastów!,865000.0,70.96,4,,"['telewizja kablowa', 'internet', 'telefon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'winda']","['Mistrzejowice', 'Mistrzejowice', 'Kraków', 'małopolskie']",50.102221,20.01266,urban,floor_1,9.0,,primary,full_ownership,business,otodom_photos/4-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWp/4-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWp_collage.jpg,2025-05-31,7.0
2-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWq,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWq,2-pokojowe mieszkanie na osiedlu Piastów!,564000.0,34.81,2,,"['telewizja kablowa', 'internet', 'telefon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'winda']","['Mistrzejowice', 'Mistrzejowice', 'Kraków', 'małopolskie']",50.102221,20.01266,urban,floor_4,9.0,,primary,full_ownership,business,otodom_photos/2-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWq/2-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWq_collage.jpg,2025-05-31,-1.0
2-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWq,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWq,2-pokojowe mieszkanie na osiedlu Piastów!,564000.0,34.81,2,,"['telewizja kablowa', 'internet', 'telefon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'winda']","['Mistrzejowice', 'Mistrzejowice', 'Kraków', 'małopolskie']",50.102221,20.01266,urban,floor_4,9.0,,primary,full_ownership,business,otodom_photos/2-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWq/2-pokojowe-mieszkanie-na-osiedlu-piastow-ID4vAWq_collage.jpg,2025-05-31,-1.0
